ID,Pillar,Track,Hook,Concept,Script,Seedance Prompt,Status,Video URL,iZop Caption,Guy Caption,Hashtags,UTM Campaign,Scheduled Date,Slot Time,Platforms Posted,Series
11,Time Freedom,A,3am. My posts go out at 6. I don't.,"sleeping 3am, phone on nightstand dark","It's 3am. I'm asleep. At 6am, iZop AI publishes to Instagram, TikTok, LinkedIn, and five more platforms. I set it up in one conversation yesterday. Stop losing sleep over social media.","9:16 vertical cinematic short-form ad, 12 seconds, shallow depth of field, 35mm film grain.

Reference: Guy Kogen personal avatar — consistent face identity, short dark hair, casual smart attire.

[0:00-0:03] Wide establishing shot: Guy Kogen sleeping peacefully in bed, phone face-down on nightstand with dark screen. Subject still or slow natural movement only. Camera: slow dolly out revealing bedroom and nightstand. Expression: deep sleep, peaceful. Lighting: soft blue moonlight, deep shadows.

[0:03-0:08] Medium close-up: Guy speaks directly to lens, subtle natural head tilt, one hand relaxed gesture. Camera: smooth gimbal slow push-in from foot of bed, eye-level. Expression: stirs slightly, sleepy half-smile to camera.

[0:08-0:12] Extreme close-up on face. Camera: locked-off static on face. Expression: drowsy knowing smile. Lighting: soft blue moonlight, deep shadows.

Audio: quiet room tone, distant clock tick, no music, clear dialogue space.
Style: intimate cinematic, calm luxury ad.
Constraints: stable face identity, no warped hands, no jitter, no morphing background, lip-sync ready, no text overlays.",pending,,"3am. My posts go out at 6. I don't.

Schedule posts days ahead — publish automatically while you sleep.

Stop managing social media. Start talking to it.
Try free → https://izop.ai?utm_source={platform}&utm_medium=izop_brand&utm_campaign=time_freedom

#socialmediamanager #aicontent #contentcreator #smallbusiness #izopai","I made this AI video in under 5 minutes.

The concept: sleeping 3am, phone on nightstand dark
The tool I use to post everywhere: iZop AI (link in bio)

Want the full Seedance prompt? Comment ""PROMPT""

#seedance #aivideo #contentcreation #buildinpublic #socialmediatips",#izopai #seedance #aivideo #socialmediamanager #contentcreator,time_freedom,2026-07-06,09:00 ET,,time_freedom
12,Time Freedom,A,Sunday brunch. Phone face-down.,"Sunday brunch with friends, phone face-down","Sunday brunch with friends. Phone face-down. They think I work weekends on social — I don't. iZop AI scheduled everything Friday in one chat. Free plan, no credit card.","9:16 vertical cinematic short-form ad, 12 seconds, shallow depth of field, 35mm film grain.

Reference: Guy Kogen personal avatar — consistent face identity, short dark hair, casual smart attire.

[0:00-0:03] Wide establishing shot: Guy Kogen at outdoor brunch table with friends blurred in background, phone face-down deliberately. Subject still or slow natural movement only. Camera: slow dolly out revealing brunch table scene. Expression: laughing with friends, phone ignored. Lighting: bright morning sunlight, warm tones.

[0:03-0:08] Medium close-up: Guy speaks directly to lens, subtle natural head tilt, one hand relaxed gesture. Camera: smooth gimbal slow orbit 20° left, eye-level. Expression: direct eye contact, relaxed joy.

[0:08-0:12] Extreme close-up on face. Camera: locked-off static. Expression: playful wink. Lighting: bright morning sunlight, warm tones.

Audio: café chatter, clinking cups, no music, clear dialogue space.
Style: lifestyle cinematic UGC, aspirational.
Constraints: stable face identity, no warped hands, no jitter, no morphing background, lip-sync ready, no text overlays.",pending,,"Sunday brunch. Phone face-down.

Batch-schedule your whole week in minutes, not hours.

Stop managing social media. Start talking to it.
Try free → https://izop.ai?utm_source={platform}&utm_medium=izop_brand&utm_campaign=time_freedom

#socialmediamanager #aicontent #contentcreator #smallbusiness #izopai","I made this AI video in under 5 minutes.

The concept: Sunday brunch with friends, phone face-down
The tool I use to post everywhere: iZop AI (link in bio)

Want the full Seedance prompt? Comment ""PROMPT""

#seedance #aivideo #contentcreation #buildinpublic #socialmediatips",#izopai #seedance #aivideo #socialmediamanager #contentcreator,time_freedom,2026-07-06,18:00 ET,,time_freedom
13,Time Freedom,A,Beach day. Zero scrolling.,"beach towel, waves, zero scrolling","Beach day. Zero scrolling. Zero posting stress. iZop AI handles my content calendar, comment replies, and analytics while I actually live my life. Stop managing social media. Start talking to it.","9:16 vertical cinematic short-form ad, 12 seconds, shallow depth of field, 35mm film grain.

Reference: Guy Kogen personal avatar — consistent face identity, short dark hair, casual smart attire.

[0:00-0:03] Wide establishing shot: Guy Kogen lying on beach towel, sunglasses on, waves in background, no phone in hand. Subject still or slow natural movement only. Camera: slow aerial drone pull-out revealing beach and ocean. Expression: complete relaxation, eyes closed. Lighting: bright midday sun, lens flare.

[0:03-0:08] Medium close-up: Guy speaks directly to lens, subtle natural head tilt, one hand relaxed gesture. Camera: smooth gimbal slow dolly in, low angle. Expression: lifts sunglasses, casual smile to camera.

[0:08-0:12] Extreme close-up on face. Camera: locked-off static. Expression: confident smirk. Lighting: bright midday sun, lens flare.

Audio: ocean waves, seagulls distant, no music, clear dialogue space.
Style: travel cinematic, vacation brand ad.
Constraints: stable face identity, no warped hands, no jitter, no morphing background, lip-sync ready, no text overlays.",pending,,"Beach day. Zero scrolling.

One AI manager for scheduling, inbox, and analytics — all platforms.

Stop managing social media. Start talking to it.
Try free → https://izop.ai?utm_source={platform}&utm_medium=izop_brand&utm_campaign=time_freedom

#socialmediamanager #aicontent #contentcreator #smallbusiness #izopai","I made this AI video in under 5 minutes.

The concept: beach towel, waves, zero scrolling
The tool I use to post everywhere: iZop AI (link in bio)

Want the full Seedance prompt? Comment ""PROMPT""

#seedance #aivideo #contentcreation #buildinpublic #socialmediatips",#izopai #seedance #aivideo #socialmediamanager #contentcreator,time_freedom,2026-07-07,09:00 ET,,time_freedom
14,Time Freedom,A,No phones allowed. Smirk.,meditation retreat no phones sign,"No phones allowed at this retreat. My socials? Still active. iZop AI is posting, replying, and extracting leads from comments while I'm offline finding peace. That's delegation done right.","9:16 vertical cinematic short-form ad, 12 seconds, shallow depth of field, 35mm film grain.

Reference: Guy Kogen personal avatar — consistent face identity, short dark hair, casual smart attire.

[0:00-0:03] Wide establishing shot: Guy Kogen walking past large NO PHONES ALLOWED sign at meditation retreat, subtle smirk. Subject still or slow natural movement only. Camera: slow tracking shot following walk past sign. Expression: calm walk, amused side glance at sign. Lighting: soft diffused overcast, serene green tones.

[0:03-0:08] Medium close-up: Guy speaks directly to lens, subtle natural head tilt, one hand relaxed gesture. Camera: smooth gimbal slow push-in, eye-level. Expression: turns to camera, knowing smile.

[0:08-0:12] Extreme close-up on face. Camera: locked-off static. Expression: slight shrug, confident. Lighting: soft diffused overcast, serene green tones.

Audio: wind chimes, birds, silence, no music, clear dialogue space.
Style: wellness documentary cinematic.
Constraints: stable face identity, no warped hands, no jitter, no morphing background, lip-sync ready, no text overlays.",pending,,"No phones allowed. Smirk.

Extract leads from comments and DMs automatically — even when you're away.

Stop managing social media. Start talking to it.
Try free → https://izop.ai?utm_source={platform}&utm_medium=izop_brand&utm_campaign=time_freedom

#socialmediamanager #aicontent #contentcreator #smallbusiness #izopai","I made this AI video in under 5 minutes.

The concept: meditation retreat no phones sign
The tool I use to post everywhere: iZop AI (link in bio)

Want the full Seedance prompt? Comment ""PROMPT""

#seedance #aivideo #contentcreation #buildinpublic #socialmediatips",#izopai #seedance #aivideo #socialmediamanager #contentcreator,time_freedom,2026-07-07,18:00 ET,,time_freedom
15,Time Freedom,A,"Watching the game, not my feed.","kids soccer game, watching field not screen",I'm watching my kid's game — not my phone. iZop AI replied to 47 comments today and scheduled tomorrow's posts. Parents and business owners: you don't have to choose.,"9:16 vertical cinematic short-form ad, 12 seconds, shallow depth of field, 35mm film grain.

Reference: Guy Kogen personal avatar — consistent face identity, short dark hair, casual smart attire.

[0:00-0:03] Wide establishing shot: Guy Kogen on sideline bleachers watching kids soccer game, eyes on field, phone in pocket. Subject still or slow natural movement only. Camera: slow dolly out revealing field and bleachers. Expression: cheering at game, fully present. Lighting: late afternoon golden light.

[0:03-0:08] Medium close-up: Guy speaks directly to lens, subtle natural head tilt, one hand relaxed gesture. Camera: smooth gimbal slow truck right, eye-level. Expression: turns to camera briefly, warm smile.

[0:08-0:12] Extreme close-up on face. Camera: locked-off static. Expression: proud nod. Lighting: late afternoon golden light.

Audio: crowd cheering, referee whistle, no music, clear dialogue space.
Style: authentic family documentary cinematic.
Constraints: stable face identity, no warped hands, no jitter, no morphing background, lip-sync ready, no text overlays.",pending,,"Watching the game, not my feed.

Bulk-reply to comments in your brand voice — hundreds at once.

Stop managing social media. Start talking to it.
Try free → https://izop.ai?utm_source={platform}&utm_medium=izop_brand&utm_campaign=time_freedom

#socialmediamanager #aicontent #contentcreator #smallbusiness #izopai","I made this AI video in under 5 minutes.

The concept: kids soccer game, watching field not screen
The tool I use to post everywhere: iZop AI (link in bio)

Want the full Seedance prompt? Comment ""PROMPT""

#seedance #aivideo #contentcreation #buildinpublic #socialmediatips",#izopai #seedance #aivideo #socialmediamanager #contentcreator,time_freedom,2026-07-08,09:00 ET,,time_freedom
16,Time Freedom,A,Summit sunrise. Post already live.,"mountain summit sunrise, post already live",Made it to the summit at sunrise. My 6am post? Already live on 8 platforms — scheduled yesterday with iZop AI. Climb your mountain. Let iZop handle the feed.,"9:16 vertical cinematic short-form ad, 12 seconds, shallow depth of field, 35mm film grain.

Reference: Guy Kogen personal avatar — consistent face identity, short dark hair, casual smart attire.

[0:00-0:03] Wide establishing shot: Guy Kogen standing on mountain summit at sunrise, arms slightly raised, golden light on face. Subject still or slow natural movement only. Camera: slow aerial drone pull-out revealing summit above cloud sea. Expression: triumphant awe, breathing hard. Lighting: golden sunrise rim light, epic glow.

[0:03-0:08] Medium close-up: Guy speaks directly to lens, subtle natural head tilt, one hand relaxed gesture. Camera: smooth gimbal slow dolly in, low angle hero shot. Expression: direct eye contact, exhausted happy smile.

[0:08-0:12] Extreme close-up on face. Camera: locked-off static. Expression: knowing grin. Lighting: golden sunrise rim light, epic glow.

Audio: wind at altitude, silence, no music, clear dialogue space.
Style: epic adventure cinematic, Nike ad scale.
Constraints: stable face identity, no warped hands, no jitter, no morphing background, lip-sync ready, no text overlays.",pending,,"Summit sunrise. Post already live.

Schedule once, publish everywhere — Instagram, TikTok, YouTube, and 5 more.

Stop managing social media. Start talking to it.
Try free → https://izop.ai?utm_source={platform}&utm_medium=izop_brand&utm_campaign=time_freedom

#socialmediamanager #aicontent #contentcreator #smallbusiness #izopai","I made this AI video in under 5 minutes.

The concept: mountain summit sunrise, post already live
The tool I use to post everywhere: iZop AI (link in bio)

Want the full Seedance prompt? Comment ""PROMPT""

#seedance #aivideo #contentcreation #buildinpublic #socialmediatips",#izopai #seedance #aivideo #socialmediamanager #contentcreator,time_freedom,2026-07-08,18:00 ET,,time_freedom
17,Time Freedom,A,Netflix and still posting.,"couch Netflix binge, content publishing",Netflix binge night. My content? Still going out on schedule. iZop AI doesn't need me glued to a screen. Ask it to schedule your week — then actually enjoy your evening.,"9:16 vertical cinematic short-form ad, 12 seconds, shallow depth of field, 35mm film grain.

Reference: Guy Kogen personal avatar — consistent face identity, short dark hair, casual smart attire.

[0:00-0:03] Wide establishing shot: Guy Kogen curled up on couch with blanket, TV glow on face, popcorn bowl, completely relaxed. Subject still or slow natural movement only. Camera: slow dolly out revealing couch and living room. Expression: cozy binge mode, blanket wrapped. Lighting: warm TV screen fill light, soft lamp.

[0:03-0:08] Medium close-up: Guy speaks directly to lens, subtle natural head tilt, one hand relaxed gesture. Camera: smooth gimbal slow push-in, eye-level. Expression: pauses show, turns to camera, casual smile.

[0:08-0:12] Extreme close-up on face. Camera: locked-off static. Expression: guilty-pleasure smirk. Lighting: warm TV screen fill light, soft lamp.

Audio: TV audio muffled, cozy room tone, no music, clear dialogue space.
Style: relatable UGC cinematic, cozy aesthetic.
Constraints: stable face identity, no warped hands, no jitter, no morphing background, lip-sync ready, no text overlays.",pending,,"Netflix and still posting.

Draft captions, pick times, and publish — all from one chat.

Stop managing social media. Start talking to it.
Try free → https://izop.ai?utm_source={platform}&utm_medium=izop_brand&utm_campaign=time_freedom

#socialmediamanager #aicontent #contentcreator #smallbusiness #izopai","I made this AI video in under 5 minutes.

The concept: couch Netflix binge, content publishing
The tool I use to post everywhere: iZop AI (link in bio)

Want the full Seedance prompt? Comment ""PROMPT""

#seedance #aivideo #contentcreation #buildinpublic #socialmediatips",#izopai #seedance #aivideo #socialmediamanager #contentcreator,time_freedom,2026-07-09,09:00 ET,,time_freedom
18,Time Freedom,A,Massage table. Ultimate delegate.,"massage table, face-down bliss","Face-down on a massage table. Zero guilt. iZop AI is replying to DMs, posting to TikTok, and sending me a weekly analytics report. This is what hiring an AI social media manager feels like.","9:16 vertical cinematic short-form ad, 12 seconds, shallow depth of field, 35mm film grain.

Reference: Guy Kogen personal avatar — consistent face identity, short dark hair, casual smart attire.

[0:00-0:03] Wide establishing shot: Guy Kogen lying face-down on massage table, head in cradle, completely relaxed. Subject still or slow natural movement only. Camera: slow crane down revealing spa room. Expression: pure bliss, eyes closed. Lighting: warm candlelight, soft diffused.

[0:03-0:08] Medium close-up: Guy speaks directly to lens, subtle natural head tilt, one hand relaxed gesture. Camera: smooth gimbal slow arc 20° around table. Expression: opens one eye toward camera, amused.

[0:08-0:12] Extreme close-up on face. Camera: locked-off static on face turned slightly. Expression: content smile. Lighting: warm candlelight, soft diffused.

Audio: spa music faint, water feature, no music, clear dialogue space.
Style: luxury wellness cinematic.
Constraints: stable face identity, no warped hands, no jitter, no morphing background, lip-sync ready, no text overlays.",pending,,"Massage table. Ultimate delegate.

Get plain-English analytics reports delivered on demand.

Stop managing social media. Start talking to it.
Try free → https://izop.ai?utm_source={platform}&utm_medium=izop_brand&utm_campaign=time_freedom

#socialmediamanager #aicontent #contentcreator #smallbusiness #izopai","I made this AI video in under 5 minutes.

The concept: massage table, face-down bliss
The tool I use to post everywhere: iZop AI (link in bio)

Want the full Seedance prompt? Comment ""PROMPT""

#seedance #aivideo #contentcreation #buildinpublic #socialmediatips",#izopai #seedance #aivideo #socialmediamanager #contentcreator,time_freedom,2026-07-09,18:00 ET,,time_freedom
19,Time Freedom,A,Reading a book. Not a feed.,library reading physical book,Reading a real book — not a feed. iZop AI brainstormed this week's content ideas from my top posts while I was offline. Tell it your niche once. Never stare at a blank screen again.,"9:16 vertical cinematic short-form ad, 12 seconds, shallow depth of field, 35mm film grain.

Reference: Guy Kogen personal avatar — consistent face identity, short dark hair, casual smart attire.

[0:00-0:03] Wide establishing shot: Guy Kogen sitting in grand library reading thick physical book, glasses on, absorbed. Subject still or slow natural movement only. Camera: slow dolly out revealing library shelves scale. Expression: deep focus on book. Lighting: warm reading lamp, golden wood tones.

[0:03-0:08] Medium close-up: Guy speaks directly to lens, subtle natural head tilt, one hand relaxed gesture. Camera: smooth gimbal slow push-in over shoulder. Expression: looks up from book, thoughtful smile.

[0:08-0:12] Extreme close-up on face. Camera: locked-off static. Expression: knowing nod. Lighting: warm reading lamp, golden wood tones.

Audio: library silence, page turn, no music, clear dialogue space.
Style: intellectual cinematic, old-world luxury.
Constraints: stable face identity, no warped hands, no jitter, no morphing background, lip-sync ready, no text overlays.",pending,,"Reading a book. Not a feed.

AI brainstorms hooks and content pillars from what's already working.

Stop managing social media. Start talking to it.
Try free → https://izop.ai?utm_source={platform}&utm_medium=izop_brand&utm_campaign=time_freedom

#socialmediamanager #aicontent #contentcreator #smallbusiness #izopai","I made this AI video in under 5 minutes.

The concept: library reading physical book
The tool I use to post everywhere: iZop AI (link in bio)

Want the full Seedance prompt? Comment ""PROMPT""

#seedance #aivideo #contentcreation #buildinpublic #socialmediatips",#izopai #seedance #aivideo #socialmediamanager #contentcreator,time_freedom,2026-07-10,09:00 ET,,time_freedom
20,Time Freedom,A,Landing to engagement.,"airplane sleeping, landing to engagement","Slept through the whole flight. Landed to posts already published and comments already replied. iZop AI worked the entire trip. Stop managing social media from 30,000 feet.","9:16 vertical cinematic short-form ad, 12 seconds, shallow depth of field, 35mm film grain.

Reference: Guy Kogen personal avatar — consistent face identity, short dark hair, casual smart attire.

[0:00-0:03] Wide establishing shot: Guy Kogen sleeping in airplane window seat, then waking as plane descends, relaxed stretch. Subject still or slow natural movement only. Camera: slow dolly out revealing window seat and wing. Expression: peaceful sleep, head on window. Lighting: cabin dim light transitioning to bright descent.

[0:03-0:08] Medium close-up: Guy speaks directly to lens, subtle natural head tilt, one hand relaxed gesture. Camera: smooth gimbal slow push-in, eye-level. Expression: wakes up refreshed, stretches, smiles at camera.

[0:08-0:12] Extreme close-up on face. Camera: locked-off static. Expression: confident wink. Lighting: cabin dim light transitioning to bright descent.

Audio: airplane hum, seatbelt chime, no music, clear dialogue space.
Style: travel cinematic, premium airline ad.
Constraints: stable face identity, no warped hands, no jitter, no morphing background, lip-sync ready, no text overlays.",pending,,"Landing to engagement.

Your social presence runs 24/7 — scheduling, replies, and analytics.

Stop managing social media. Start talking to it.
Try free → https://izop.ai?utm_source={platform}&utm_medium=izop_brand&utm_campaign=time_freedom

#socialmediamanager #aicontent #contentcreator #smallbusiness #izopai","I made this AI video in under 5 minutes.

The concept: airplane sleeping, landing to engagement
The tool I use to post everywhere: iZop AI (link in bio)

Want the full Seedance prompt? Comment ""PROMPT""

#seedance #aivideo #contentcreation #buildinpublic #socialmediatips",#izopai #seedance #aivideo #socialmediamanager #contentcreator,time_freedom,2026-07-10,18:00 ET,,time_freedom
21,Pain Points,A,Buried in notifications.,buried under notification bubble avalanche,47 notifications. 12 DMs. 200 comments. Or — one message to iZop AI: reply to all. Bulk replies in your brand voice. Flag leads from the thread. Done in minutes.,"9:16 vertical cinematic short-form ad, 12 seconds, shallow depth of field, 35mm film grain.

Reference: Guy Kogen personal avatar — consistent face identity, short dark hair, casual smart attire.

[0:00-0:03] Wide establishing shot: Guy Kogen sitting at desk overwhelmed as glowing notification bubbles pile up around head and shoulders. Subject still or slow natural movement only. Camera: slow dolly out revealing notification avalanche scale. Expression: overwhelmed panic, hands on head. Lighting: harsh screen glow, stressed blue tones shifting to relief.

[0:03-0:08] Medium close-up: Guy speaks directly to lens, subtle natural head tilt, one hand relaxed gesture. Camera: smooth gimbal slow push-in, eye-level. Expression: calm returns, deep breath, direct eye contact.

[0:08-0:12] Extreme close-up on face. Camera: locked-off static. Expression: relieved confident smile. Lighting: harsh screen glow, stressed blue tones shifting to relief.

Audio: notification ping sounds overwhelming then silence, no music, clear dialogue space.
Style: surreal cinematic metaphor, high-end VFX aesthetic.
Constraints: stable face identity, no warped hands, no jitter, no morphing background, lip-sync ready, no text overlays.",pending,,"Buried in notifications.

Bulk-reply to comments and DMs — iZop drafts in your brand voice.

Stop managing social media. Start talking to it.
Try free → https://izop.ai?utm_source={platform}&utm_medium=izop_brand&utm_campaign=pain_points

#socialmediamanager #aicontent #contentcreator #smallbusiness #izopai","I made this AI video in under 5 minutes.

The concept: buried under notification bubble avalanche
The tool I use to post everywhere: iZop AI (link in bio)

Want the full Seedance prompt? Comment ""PROMPT""

#seedance #aivideo #contentcreation #buildinpublic #socialmediatips",#izopai #seedance #aivideo #socialmediamanager #contentcreator,pain_points,2026-07-11,09:00 ET,,pain_points
